choose_trial,key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,session_trait,slider_face_judge.response,slider_face_judge.rt,key_resp_3.keys,key_resp_3.rt,face_loop.thisRepN,face_loop.thisTrialN,face_loop.thisN,face_loop.thisIndex,face_loop.ran,face_serial,image_name,isCheck,answer,check_question,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,session_serial,slider_judge_img,session.order
,,,,,,6.764631454,2.2212,space,0.673,0,19,19,27,1,28,image/28.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,6.021102242,3.3892,space,1.3652,0,20,20,46,1,47,image/47.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,6.481470788,1.4648,space,0.8173,0,21,21,13,1,14,image/14.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,5.816253397,2.2619,space,1.4379,0,22,22,20,1,21,image/21.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,4.895516304,4.0404,space,1.6982,0,23,23,10,1,11,image/11.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,3.080103601,2.8152,space,0.7599,0,24,24,24,1,25,image/25.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,7,9.1596,space,7.8715,0,25,25,51,1,57,image/fill_img.png,1,7,Please move the slider all the way to the RIGHT to show that you are paying attention.,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,6.349278193,26.9514,space,0.5471,0,26,26,39,1,40,image/40.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,6.458415421,5.1429,space,1.0282,0,27,27,14,1,15,image/15.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,6.928439198,3.3148,space,0.6152,0,28,28,21,1,22,image/22.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,5.702275815,2.607,space,2.0043,0,29,29,17,1,18,image/18.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,6.706547215,1.5518,space,0.7692,0,30,30,28,1,29,image/29.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,4.649855639,4.1157,space,2.764,0,31,31,7,1,8,image/8.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,4.292179008,1.9562,space,0.7521,0,32,32,48,1,49,image/49.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,5.523157269,5.2576,space,3.5157,0,33,33,47,1,48,image/48.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,6.70657269,1.4843,space,0.6749,0,34,34,19,1,20,image/20.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,5.803362772,2.4524,space,1.4152,0,35,35,5,1,6,image/6.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,5.803362772,1.0842,space,0.5474,0,36,36,38,1,39,image/39.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,6.32311481,20.1005,space,1.1557,0,37,37,15,1,16,image/16.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,6.32311481,15.594,space,0.1937,0,38,38,29,1,30,image/30.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,6.579933764,2.1531,space,0.5532,0,39,39,44,1,45,image/45.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,6.231300951,1.503,space,0.6005,0,40,40,9,1,10,image/10.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,5.491745924,2.4619,space,1.1385,0,41,41,49,1,50,image/50.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,5.975144361,2.4277,space,1.3231,0,42,42,16,1,17,image/17.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,6.66038553,3.5033,space,0.74,0,43,43,40,1,41,image/41.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,5.259816576,3.3643,space,1.0763,0,44,44,11,1,12,image/12.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,6.572316576,7.2716,space,0.7656,0,45,45,37,1,38,image/38.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,6.572316576,1.4917,space,0.459,0,46,46,12,1,13,image/13.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,6.773063859,1.81,space,0.5767,0,47,47,34,1,35,image/35.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,5.620142663,1.6888,space,1.0008,0,48,48,1,1,2,image/2.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,6.243248981,1.5984,space,0.3384,0,49,49,25,1,26,image/26.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,5.713536005,2.2553,space,0.6176,0,50,50,22,1,23,image/23.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,6.064257812,2.4428,space,0.2244,0,51,51,41,1,42,image/42.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,5.030078125,1.9561,space,0.284,0,52,52,36,1,37,image/37.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,0,0,0,0,1,0,critical.png,
,,,,,trustworthy,2.983907948,1.6564,space,0.3062,0,0,0,41,1,42,image/42.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,3.363468071,10.0968,space,0.5805,0,1,1,11,1,12,image/12.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,1.527980639,3.7254,space,2.2501,0,2,2,28,1,29,image/29.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,1.527980639,1.1713,space,0.5966,0,3,3,31,1,32,image/32.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,1.527980639,1.7824,space,0.392,0,4,4,5,1,6,image/6.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,1.527980639,1.0799,space,0.4513,0,5,5,27,1,28,image/28.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,1.527980639,0.7592,space,0.6673,0,6,6,26,1,27,image/27.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.527029552,1.9792,space,0.3538,0,7,7,39,1,40,image/40.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,1,3.4312,space,1.6208,0,8,8,50,1,54,image/fill_img.png,1,1,Please move the slider all the way to the LEFT to show that you are paying attention.,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,1.64476053,1.9696,space,0.3804,0,9,9,15,1,16,image/16.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,4.019386889,3.0919,space,0.2742,0,10,10,3,1,4,image/4.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.682685122,1.3057,space,0.2026,0,11,11,36,1,37,image/37.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.295049253,1.1706,space,0.2045,0,12,12,40,1,41,image/41.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.868223505,1.5443,space,0.323,0,13,13,2,1,3,image/3.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,3.586939538,2.4404,space,0.3211,0,14,14,47,1,48,image/48.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,5.003659986,3.8825,space,1.8767,0,15,15,10,1,11,image/11.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,5.212483016,1.9057,space,0.6044,0,16,16,35,1,36,image/36.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,4.267544158,1.7057,space,0.2193,0,17,17,19,1,20,image/20.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.82669837,1.8229,space,0.264,0,18,18,25,1,26,image/26.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,7,3.0719,space,2.07,0,19,19,51,1,57,image/fill_img.png,1,7,Please move the slider all the way to the RIGHT to show that you are paying attention.,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,3.615777853,1.8697,space,0.188,0,20,20,8,1,9,image/9.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,3.464962636,1.9342,space,0.7394,0,21,21,42,1,43,image/43.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.184256114,1.6403,space,0.346,0,22,22,29,1,30,image/30.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.579254416,1.2214,space,0.1888,0,23,23,45,1,46,image/46.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,4.014393682,3.4222,space,0.2702,0,24,24,43,1,44,image/44.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.976851223,1.521,space,0.2257,0,25,25,32,1,33,image/33.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,4.699685802,1.3901,space,0.3536,0,26,26,1,1,2,image/2.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,5.166856318,1.5331,space,0.4403,0,27,27,7,1,8,image/8.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,3.401120924,1.7271,space,0.2871,0,28,28,44,1,45,image/45.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.517603601,1.3937,space,0.367,0,29,29,12,1,13,image/13.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,1.872715693,1.3766,space,0.2201,0,30,30,46,1,47,image/47.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.518240489,1.3005,space,1.5953,0,31,31,48,1,49,image/49.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.644497283,1.2643,space,0.3826,0,32,32,16,1,17,image/17.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,7,3.8863,space,2.4557,0,33,33,52,1,56,image/fill_img.png,1,7,Please move the slider all the way to the RIGHT to show that you are paying attention.,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,4.691992188,3.2367,space,0.2568,0,34,34,9,1,10,image/10.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,4.613935122,1.4419,space,0.3565,0,35,35,6,1,7,image/7.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,1.028328804,14.7627,space,12.525,0,36,36,23,1,24,image/24.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.878960028,22.0365,space,0.3593,0,37,37,17,1,18,image/18.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,4.323871636,2.9377,space,0.2989,0,38,38,24,1,25,image/25.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,3.183324859,1.1925,space,0.3761,0,39,39,18,1,19,image/19.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,3.711387281,2.0158,space,1.1919,0,40,40,20,1,21,image/21.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.16624296,2.4488,space,0.2554,0,41,41,22,1,23,image/23.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,1.57044939,1.4111,space,0.3706,0,42,42,21,1,22,image/22.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.731470979,1.5182,space,0.3295,0,43,43,34,1,35,image/35.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.648721058,1.6475,space,0.2255,0,44,44,49,1,50,image/50.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.802458151,1.0185,space,0.2249,0,45,45,13,1,14,image/14.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.802458151,0.8789,space,0.3355,0,46,46,4,1,5,image/5.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.802458151,0.9522,space,0.2348,0,47,47,38,1,39,image/39.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,3.803083933,1.4179,space,0.2981,0,48,48,33,1,34,image/34.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.286187813,1.8603,space,0.2438,0,49,49,30,1,31,image/31.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.286187813,0.9784,space,0.3847,0,50,50,0,1,1,image/1.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.261987641,1.228,space,0.5411,0,51,51,14,1,15,image/15.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,2.261987641,0.983,space,0.4322,0,52,52,37,1,38,image/38.jpg,0,0,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,,,,,,,,
,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,0,1,1,2,1,2,trustworthy.png,
,,,,,friendly,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,2,2024-05-23_20h04.02.093,face trait task,2021.2.3,MacIntel,60.24096386,120741,0,2,2,3,1,3,friendly.png,3
