chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,clicked_guilt,incompleteTrials,slider_guilt.response,slider_guilt.rt,key_guilt.keys,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,judge.clicked_name,key_guilt.rt,key_apology.rt,key_share.rt,key_forgiveness.rt,trials_redo.thisRepN,trials_redo.thisTrialN,trials_redo.thisN,trials_redo.thisIndex,trials_redo.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,-0.246651786,-0.546153846,1,0,0,"[""LeftButton""]",,73,3.482,space,,,,,,,,,,,,,,0,13,13,13,1,2,only_sub_right.png,0,RandomDot16.png,No answer,21,LeftButton,1.019,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,-0.284598214,-0.534615385,1,0,0,"[""LeftButton""]",,,,,4.988839286,7.628,space,,,,,,,,,,,0,14,14,14,1,2,only_sub_right.png,1,RandomDot14.png,No answer,20,LeftButton,,,4.467,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,0.253348214,-0.5,1,0,0,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,15,15,15,1,0,both_right.png,0,RandomDot38.png,No answer,21,RightButton,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Greater,Smaller,,0.262276786,-0.484615385,1,0,0,"[""RightButton""]",,83,2.716,space,,,,,,,,,,,,,,0,16,16,16,1,2,only_sub_right.png,0,RandomDot8.png,No answer,20,RightButton,0.988,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Greater,Smaller,,-0.223214286,-0.507692308,1,0,0,"[""LeftButton""]",,,,,,,,98,3.171,space,82,6.375,,,,,,0,17,17,17,1,1,both_wrong.png,2,RandomDot16.png,No answer,20,LeftButton,,0.701,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,-0.203125,-0.517307692,1,0,0,"[""LeftButton""]",,,,,,,,99,3.563,space,80,6.642,,,,,,0,18,18,18,1,3,only_sub_wrong.png,2,RandomDot15.png,No answer,20,LeftButton,,0.784,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Greater,Smaller,,0.231026786,-0.484615385,1,0,0,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,19,19,19,1,5,both_right.png,10,RandomDot42.png,RightButton,20,RightButton,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,0.275669643,-0.494230769,1,0,0,"[""RightButton""]",,,,,,,,,,,,,0,5.627,space,98.13762626,8.838,0,20,20,20,1,2,only_sub_right.png,3,RandomDot18.png,No answer,20,RightButton,,,,0.899,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,0.256696429,-0.511538462,1,0,0,"[""RightButton""]",,,,,4.994419643,4.098,space,,,,,,,,,,,0,21,21,21,1,3,only_sub_wrong.png,1,RandomDot15.png,No answer,20,RightButton,,,1.4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,0.311383929,-0.505769231,0,0,0,[],78,,,,,,,,,,,,,,,,,0,22,22,22,1,1,both_wrong.png,2,RandomDot19.png,No answer,19,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,0.303571429,-0.517307692,1,0,0,"[""RightButton""]",,98,2.445,space,,,,,,,,,,,,,,0,23,23,23,1,3,only_sub_wrong.png,0,RandomDot25.png,No answer,21,RightButton,0.569,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,-0.233258929,-0.553846154,0,0,0,[],141,,,,,,,,,,,,,,,,,0,24,24,24,1,2,only_sub_right.png,3,RandomDot7.png,No answer,20,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,0.227678571,-0.490384615,1,0,0,"[""RightButton""]",,,,,4.988839286,3.007,space,,,,,,,,,,,0,25,25,25,1,1,both_wrong.png,1,RandomDot29.png,No answer,19,RightButton,,,1.108,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,0.282366071,-0.517307692,1,0,0,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,26,26,26,1,0,both_right.png,1,RandomDot5.png,No answer,19,RightButton,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,0.348214286,-0.530769231,1,0,0,"[""RightButton""]",,,,,,,,,,,,,0,3.832,space,100,5.322,0,27,27,27,1,1,both_wrong.png,3,RandomDot7.png,No answer,21,RightButton,,,,0.907,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Greater,Smaller,,0.2421875,-0.467307692,1,0,0,"[""RightButton""]",,,,,4.9609375,1.514,space,,,,,,,,,,,0,28,28,28,1,1,both_wrong.png,1,RandomDot26.png,No answer,21,RightButton,,,0.901,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Greater,Smaller,,-0.295758929,-0.496153846,0,0,1,"[""LeftButton""]",,100,3.082,space,,,,,,,,,,,,,,0,29,29,29,1,3,only_sub_wrong.png,0,RandomDot12.png,No answer,20,LeftButton,0.834,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,-0.222098214,-0.492307692,1,0,1,"[""LeftButton""]",,,,,,,,,,,,,0.509559885,6.393,space,99.03950216,8.423,0,30,30,30,1,3,only_sub_wrong.png,3,RandomDot36.png,No answer,21,LeftButton,,,,0.693,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Greater,Smaller,,-0.214285714,-0.519230769,1,0,1,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,31,31,31,1,0,both_right.png,3,RandomDot17.png,No answer,21,LeftButton,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,-0.234375,-0.521153846,1,0,1,"[""LeftButton""]",,,,,4.983258929,2.473,space,,,,,,,,,,,0,32,32,32,1,3,only_sub_wrong.png,1,RandomDot15.png,No answer,21,LeftButton,,,1.443,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Greater,Smaller,,-0.232142857,-0.476923077,1,0,1,"[""LeftButton""]",,,,,,,,,,,,,1.298701299,6.358,space,99.82864358,8.212,0,33,33,33,1,1,both_wrong.png,3,RandomDot17.png,No answer,21,LeftButton,,,,0.738,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Greater,Smaller,,-0.2578125,-0.519230769,1,0,1,"[""LeftButton""]",,,,,,,,100,4.299,space,76,8.798,,,,,,0,34,34,34,1,1,both_wrong.png,2,RandomDot1.png,No answer,21,LeftButton,,1.423,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,0.261160714,-0.511538462,1,0,1,"[""RightButton""]",,,,,,,,100,3.247,space,83,5.917,,,,,,0,35,35,35,1,2,only_sub_right.png,2,RandomDot37.png,No answer,19,RightButton,,0.636,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Greater,Smaller,,0.360491071,-0.498076923,1,0,1,"[""RightButton""]",,,,,4.994419643,2.562,space,,,,,,,,,,,0,36,36,36,1,1,both_wrong.png,1,RandomDot13.png,No answer,19,RightButton,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,-0.254464286,-0.534615385,1,0,1,"[""LeftButton""]",,,,,,,,,,,,,0.058621934,4.06,space,98.25036075,5.494,0,37,37,37,1,1,both_wrong.png,3,RandomDot29.png,No answer,19,LeftButton,,,,1.161,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,-0.330357143,-0.469230769,1,0,1,"[""LeftButton""]",,,,,,,,99,1.872,space,85,6.412,,,,,,0,38,38,38,1,2,only_sub_right.png,2,RandomDot5.png,No answer,21,LeftButton,,0.729,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Greater,Smaller,,-0.228794643,-0.503846154,1,0,1,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,39,39,39,1,0,both_right.png,2,RandomDot23.png,No answer,19,LeftButton,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Greater,Smaller,,0.215401786,-0.494230769,1,0,1,"[""RightButton""]",,98,3.776,space,,,,,,,,,,,,,,0,40,40,40,1,1,both_wrong.png,0,RandomDot24.png,No answer,21,RightButton,0.636,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,-0.285714286,-0.509615385,1,0,1,"[""LeftButton""]",,,,,,,,,,,,,0.622294372,3.779,space,98.25036075,5.261,0,41,41,41,1,2,only_sub_right.png,3,RandomDot30.png,No answer,20,LeftButton,,,,0.679,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Smaller,Greater,,0.266741071,-0.528846154,1,0,1,"[""RightButton""]",,,,,,,,98,3.365,space,88,6.315,,,,,,,,,,,3,only_sub_wrong.png,2,RandomDot40.png,No answer,20,RightButton,,0.639,,,0,0,0,3,1
