chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,judge_2.clicked_name,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,key_guilt.rt,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_apology.rt,key_forgiveness.rt,key_share.rt,incompleteTrials,trials_redo.thisRepN,trials_redo.thisTrialN,trials_redo.thisN,trials_redo.thisIndex,trials_redo.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,0.353741497,-0.521428571,1,0,0,RightButton,"[""RightButton""]",44,3.479,space,1.476,,,,,,,,,,,,,,0,14,14,14,1,3,only_sub_wrong.png,0,RandomDot16.png,No answer,21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,-0.229931973,-0.504761905,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,44,1.253,space,46,2.745,,,,,,0,15,15,15,1,3,only_sub_wrong.png,2,RandomDot15.png,No answer,20,0.458,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Greater,Smaller,,,0.204081633,-0.507142857,1,0,0,RightButton,"[""RightButton""]",,,,,3.221088435,3.054,space,,,,,,,,,,,0,16,16,16,1,3,only_sub_wrong.png,1,RandomDot8.png,No answer,21,,,1.609,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.291156463,-0.473809524,1,0,0,LeftButton,"[""LeftButton""]",,,,,1.976190476,2.465,space,,,,,,,,,,,0,17,17,17,1,2,only_sub_right.png,1,RandomDot32.png,No answer,19,,,0.353,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.248979592,-0.507142857,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,45.87713873,1.559,space,44.77770906,2.839,0,18,18,18,1,1,both_wrong.png,3,RandomDot6.png,No answer,20,,1.089,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,0.367346939,-0.526190476,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,19,19,19,1,0,both_right.png,1,RandomDot5.png,No answer,19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,-0.269387755,-0.519047619,1,0,0,LeftButton,"[""LeftButton""]",,,,,2.574829932,2.53,space,,,,,,,,,,,0,20,20,20,1,2,only_sub_right.png,1,RandomDot15.png,No answer,19,,,0.625,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,0.238095238,-0.488095238,1,0,0,RightButton,"[""RightButton""]",1,2.895,space,0.322,,,,,,,,,,,,,,0,21,21,21,1,2,only_sub_right.png,0,RandomDot29.png,No answer,20,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Greater,Smaller,,,0.232653061,-0.497619048,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,32.54655398,1.881,space,35.9822717,2.857,0,22,22,22,1,1,both_wrong.png,3,RandomDot40.png,No answer,21,,0.122,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,0.223129252,-0.502380952,1,0,0,RightButton,"[""RightButton""]",,,,,2.710884354,1.376,space,,,,,,,,,,,0,23,23,23,1,3,only_sub_wrong.png,1,RandomDot40.png,No answer,19,,,1.342,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Greater,Smaller,,,0.194557823,-0.471428571,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,24,24,24,1,0,both_right.png,0,RandomDot34.png,No answer,19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.387755102,-0.457142857,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,37,1.241,space,39,2.083,,,,,,0,25,25,25,1,1,both_wrong.png,2,RandomDot16.png,No answer,20,0.986,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.240816327,-0.530952381,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,45.44199326,1.317,space,46.26656551,2.422,0,26,26,26,1,1,both_wrong.png,3,RandomDot13.png,No answer,21,,0.57,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,-0.307482993,-0.476190476,1,0,0,LeftButton,"[""LeftButton""]",5,2.197,space,0.357,,,,,,,,,,,,,,0,27,27,27,1,3,only_sub_wrong.png,0,RandomDot2.png,No answer,20,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,-0.02585034,-0.65952381,1,0,0,,[],,,,,,,,,,,,,,,,,,0,28,28,28,1,1,both_wrong.png,1,RandomDot29.png,No answer,19,,,,70,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,0.17414966,-0.433333333,0,0,1,,[],,,,,,,,,,,,,,,,,,0,29,29,29,1,2,only_sub_right.png,3,RandomDot18.png,No answer,20,,,,142,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Greater,Smaller,,,0.213605442,-0.464285714,1,0,1,RightButton,"[""RightButton""]",,,,,,,,2,3.032,space,2,2.149,,,,,,0,30,30,30,1,1,both_wrong.png,2,RandomDot10.png,No answer,20,0.298,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,-0.285714286,-0.464285714,1,0,1,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,7.236812195,1.323,space,2.976522221,2.727,0,31,31,31,1,2,only_sub_right.png,3,RandomDot7.png,No answer,20,,0.435,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Greater,Smaller,,,0.25170068,-0.319047619,0,0,1,,[],,,,,,,,,,,,,,,,,,0,32,32,32,1,2,only_sub_right.png,1,RandomDot3.png,No answer,19,,,,109,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.395918367,-0.402380952,0,0,1,,[],,,,,,,,,,,,,,,,,,0,33,33,33,1,1,both_wrong.png,1,RandomDot26.png,No answer,21,,,,65,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Greater,Smaller,,,0.253061224,-0.461904762,1,0,1,RightButton,"[""RightButton""]",,,,,,,,,,,,,3.526237056,1.923,space,5.312810271,3.094,0,34,34,34,1,2,only_sub_right.png,3,RandomDot36.png,No answer,20,,0.324,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,0.20952381,-0.45952381,1,0,1,RightButton,"[""RightButton""]",10,1.187,space,0.723,,,,,,,,,,,,,,0,35,35,35,1,1,both_wrong.png,0,RandomDot23.png,No answer,20,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,-0.310204082,-0.461904762,1,0,1,LeftButton,"[""LeftButton""]",3,1.201,space,0.36,,,,,,,,,,,,,,0,36,36,36,1,1,both_wrong.png,0,RandomDot39.png,No answer,21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,-0.299319728,-0.457142857,1,0,1,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,37,37,37,1,0,both_right.png,3,RandomDot3.png,No answer,21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,-0.31292517,-0.480952381,1,0,1,LeftButton,"[""LeftButton""]",,,,,,,,4,1.366,space,5,2.286,,,,,,0,38,38,38,1,2,only_sub_right.png,2,RandomDot22.png,No answer,19,0.362,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,-0.325170068,-0.476190476,1,0,1,LeftButton,"[""LeftButton""]",,,,,,,,4,1.826,space,6,2.737,,,,,,0,39,39,39,1,2,only_sub_right.png,2,RandomDot34.png,No answer,20,0.073,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.363265306,-0.471428571,1,0,1,LeftButton,"[""LeftButton""]",4,1.454,space,1.31,,,,,,,,,,,,,,0,40,40,40,1,2,only_sub_right.png,0,RandomDot33.png,No answer,21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,0.227210884,-0.471428571,1,0,1,RightButton,"[""RightButton""]",,,,,,,,6,1.574,space,6,2.674,,,,,,0,41,41,41,1,2,only_sub_right.png,2,RandomDot22.png,No answer,20,0.142,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,0.220408163,-0.476190476,1,0,1,RightButton,"[""RightButton""]",,,,,2.927439891,2.426,space,,,,,,,,,,,,,,,,1,both_wrong.png,1,RandomDot29.png,No answer,19,,,0.989,,0,0,0,0,1
